COBOLプログラム設計入門　構造化を中心として,フィリッパキス,9月25日,10月25日,2400
改訂新版 SQLポケットリファレンス,朝井淳,9月25日,10月25日,1980
Linux コマンド ポケットリファレンス,平山智恵,9月25日,10月25日,2280
シェルスクリプト ポケットリファレンス　bash編,宮原徹,9月25日,10月25日,2280
改訂第4版 JavaScript ポケットリファレンス,古籏一浩,9月25日,10月25日,2380
実践!プロジェクト管理入門 増補改訂版,梅田弘之,10月1日,11月1日,2200
はじめての上流工程をやり抜くための本,三輪一郎,10月29日,11月29日,2280
新Linux/UNIX入門,林晴比古,10月29日,11月29日,3800
プログラマの数学,結城浩,10月29日,11月29日,2200
やさしいJava 第3版,高橋麻奈,11月13日,12月13日,2600
